estado,estacion,antena,latitud,longitud,altitud,fecha,dir_rafaga,dir_viento,vel_rafaga,vel_viento,temperatura,humedad,presion_barometrica,precipitacion,radiacion_solar,rh
CH,CHINATU,    SMN EMAS,0.8253731166352289,0.0883535506136604,0.478859638144654,22/12/2018,0.5694440586441191,0.498607250098885,0.385873700228253,0.0735954186658412,2.9584048281166805e-05,0.469880243849546,0.955168624672917,0.5,0.371311150266141,Sinaloa
CH,CHINATU,    SMN EMAS,0.8253731166352289,0.0883535506136604,0.478859638144654,23/12/2018,0.333334259254115,0.175489273040262,0.313412557516032,0.0836557808388794,0.0414472516419147,0.49397604876990897,0.955386985742846,0.5,0.374078652410956,Sinaloa
CH,CHINATU,    SMN EMAS,0.8253731166352289,0.0883535506136604,0.478859638144654,25/12/2018,0.0416692129488169,0.0835677795666876,0.802525270823521,0.373858535830367,0.0355304419856813,0.506023951230091,0.954748699538437,0.5,0.25830481268623,Sinaloa
CH,CHINATU,    SMN EMAS,0.8253731166352289,0.0883535506136604,0.478859638144654,26/12/2018,0.0527802623318759,0.0974952785778352,0.9075939277562408,0.713589227673735,0.12428258682918199,0.39759282908845595,0.953908849269478,0.5,0.336256123098495,Sinaloa
CO,COLIMA,    SMN ESIME,0.32669883155318497,0.275577957310088,0.108238894303506,20/12/2018,0.46538093149126397,0.42984413609718897,0.598189545102835,0.49018464144968504,0.494083190343767,0.626502975831908,0.981439141085953,0.5,0.4829337367736461,Armeria-Coahuayana
CO,COLIMA,    SMN ESIME,0.32669883155318497,0.275577957310088,0.108238894303506,21/12/2018,0.46538093149126397,0.42984413609718897,0.598189545102835,0.49018464144968504,0.485207975859417,0.445784438929182,0.981539923118228,0.5,0.47370872962426497,Armeria-Coahuayana
CO,COLIMA,    SMN ESIME,0.32669883155318497,0.275577957310088,0.108238894303506,22/12/2018,0.46538093149126397,0.42984413609718897,0.598189545102835,0.49018464144968504,0.476332761375067,0.5662634635309991,0.9817918781989159,0.5,0.435424949954336,Armeria-Coahuayana
CO,COLIMA,    SMN ESIME,0.32669883155318497,0.275577957310088,0.108238894303506,24/12/2018,0.46538093149126397,0.42984413609718897,0.598189545102835,0.49018464144968504,0.538459262765517,0.457832341389364,0.981691096166641,0.5,0.327031115949115,Armeria-Coahuayana
CO,COLIMA,    SMN ESIME,0.32669883155318497,0.275577957310088,0.108238894303506,26/12/2018,0.46538093149126397,0.42984413609718897,0.598189545102835,0.49018464144968504,0.573960120702917,0.554215561070818,0.98128796803754,0.5,0.27721607734246,Armeria-Coahuayana
CO,COLIMA,    SMN ESIME,0.32669883155318497,0.275577957310088,0.108238894303506,27/12/2018,0.46538093149126397,0.42984413609718897,0.598189545102835,0.49018464144968504,0.5295840482811671,0.6867424881328161,0.981153591994507,0.5,0.309042352007823,Armeria-Coahuayana
CO,COLIMA,    SMN ESIME,0.32669883155318497,0.275577957310088,0.108238894303506,28/12/2018,0.46538093149126397,0.42984413609718897,0.598189545102835,0.49018464144968504,0.5177504289687,0.650598780752271,0.981355156059057,0.5,0.378229905628177,Armeria-Coahuayana
CO,COLIMA,    SMN ESIME,0.32669883155318497,0.275577957310088,0.108238894303506,31/12/2018,0.46538093149126397,0.42984413609718897,0.598189545102835,0.49018464144968504,0.585793740015384,0.27711380448663897,0.981321562048299,0.5,0.332566120238743,Armeria-Coahuayana
CS,CRED COMITAN,    P. C. CHIAPAS,0.11454493007895,0.9867408289028101,0.398163856891106,21/12/2018,0.144446419742113,0.1977732714580981,0.5833303141190539,0.667930660888407,0.301786876516182,0.469880243849546,1.67970053791793e-07,0.5,0.46644556802201503,Grijalva-Usumacinta
CS,CRED COMITAN,    P. C. CHIAPAS,0.11454493007895,0.9867408289028101,0.398163856891106,22/12/2018,0.22222376542352493,0.18106027264472105,0.44021955726241796,0.6663829128617861,0.289953257203716,0.626502975831908,0.960862809496458,0.5,0.633762603666018,Grijalva-Usumacinta
CS,CRED COMITAN,    P. C. CHIAPAS,0.11454493007895,0.9867408289028101,0.398163856891106,28/12/2018,0.155557469125172,0.6768792374415741,0.36232382884678105,0.063535056492803,0.396455831015916,0.698790390592998,0.9604092903512208,0.5,0.207567273364637,Grijalva-Usumacinta
CS,CRED COMITAN,    P. C. CHIAPAS,0.11454493007895,0.9867408289028101,0.398163856891106,29/12/2018,0.302778873450703,0.208915270667016,0.45652331437266797,0.46672341742764295,0.387580616531566,0.7349340979735429,0.9605604633996327,0.5,0.023067130377026,Grijalva-Usumacinta
CS,CREDMOTOZINTLA,    P. C. CHIAPAS,0.0520328287318895,0.9799373190420041,0.32230015834735,21/12/2018,0.861109104949417,0.7827282299262959,0.623183942610775,0.22217922922148292,0.4112478551565,0.963844244716995,0.966103475174762,0.5,0.463099971402478,Grijalva-Usumacinta
CS,CREDMOTOZINTLA,    P. C. CHIAPAS,0.0520328287318895,0.9799373190420041,0.32230015834735,23/12/2018,0.413889367281293,0.437326254449836,0.5797072569834429,0.18271165454264,0.39349742618780004,0.963844244716995,0.966187460201658,0.5,0.0249121318069021,Grijalva-Usumacinta
CS,CREDMOTOZINTLA,    P. C. CHIAPAS,0.0520328287318895,0.9799373190420041,0.32230015834735,25/12/2018,0.905553302481653,0.8746497233998699,0.42391580015216795,0.347546819377805,0.4053310455002659,0.963844244716995,0.9659019111102121,0.5,0.36762114740638896,Grijalva-Usumacinta
CS,CREDMOTOZINTLA,    P. C. CHIAPAS,0.0520328287318895,0.9799373190420041,0.32230015834735,30/12/2018,0.41944489197282203,0.420613255636459,0.7336871852469109,0.441185574988392,0.41716466481273295,0.963844244716995,0.965801129077937,0.5,0.4773987324840179,Grijalva-Usumacinta
CS,CREDMOTOZINTLA,    P. C. CHIAPAS,0.0520328287318895,0.9799373190420041,0.32230015834735,31/12/2018,0.39722279320670395,0.44568275385652506,0.780786928009855,0.30188825259247803,0.4112478551565,0.963844244716995,0.9657171440510408,0.5,0.43450244923939796,Grijalva-Usumacinta
