CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_mg/L,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
DLGUA989,SAN LUIS REY,LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,VALLE DE CELAYA,POZO,-100.786310,20.570060,2020,497,Indeseable como FAAP,1322,Permisible para riego,,1290,Cultivos con manejo especial,Ligeramente salobres,0.699,Media,241,Potable - Dura,<1.1,Potable - Excelente,1.305,Potable - Excelente,0.0151,Apta como FAAP,<0.003,Potable - Excelente,0.0092,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0021,Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"ALC,",NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUA996,SANTA MARIA DEL REFUGIO,LERMA SANTIAGO PACIFICO,GUANAJUATO,CELAYA,VALLE DE CELAYA,POZO,-100.805980,20.437790,2020,207,Alta,582,Buena para riego,,560,Cultivos sensibles,Potable - Dulce,1.035,Potable - Optima,53,Potable - Suave,<1.1,Potable - Excelente,0.2,Potable - Excelente,0.0226,Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUE1213,CONJUNTO RESIDENCIAL PLAYA MAR II,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LA SABANA,POZO,-99.809900,16.785920,2020,175.75,Alta,1256,Permisible para riego,,664,Cultivos sensibles,Potable - Dulce,<0.2,Baja,214,Potable - Dura,<1.1,Potable - Excelente,1.885,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.00449,Potable - Excelente,0.0604,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUE1248,GALON SOBERON,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LA SABANA,POZO,-99.828120,16.900520,2020,220,Alta,1014,Permisible para riego,,1102,Cultivos con manejo especial,Ligeramente salobres,0.595,Media,314,Potable - Dura,<1.1,Potable - Excelente,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.01761,Potable - Excelente,0.0007,Potable - Excelente,<0.005,Potable - Excelente,0.14319,Potable - Excelente,0.33634,Sin efectos en la salud - Puede dar color al agua,Rojo,"NI,FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
DLGUE1337,POZO ZIHUATANEJO TERMINAL DE AUTOBUSES,PACIFICO SUR,GUERRERO,ZIHUATANEJO DE AZUETA,BAHIA DE ZIHUATANEJO,POZO,-101.544230,17.649250,2020,349,Alta,1119,Permisible para riego,,576,Cultivos sensibles,Potable - Dulce,<0.2,Baja,356,Potable - Dura,<1.1,Potable - Excelente,6.432,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.0122,Potable - Excelente,0.00055,Potable - Excelente,<0.005,Potable - Excelente,0.03623,Potable - Excelente,0.0566,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUE1338,IXTAPA 1,PACIFICO SUR,GUERRERO,ZIHUATANEJO DE AZUETA,IXTAPA,POZO,-101.589130,17.663220,2020,356,Alta,1117,Permisible para riego,,577,Cultivos sensibles,Potable - Dulce,<0.2,Baja,390,Potable - Dura,<1.1,Potable - Excelente,6.163,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.01211,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.04352,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLGUE1353,POZO GENARO GALEANA,PACIFICO SUR,GUERRERO,ACAPULCO DE JUAREZ,LA SABANA,POZO,-99.797530,16.859200,2020,140,Media,485,Buena para riego,,266,Excelente para riego,Potable - Dulce,0.235,Baja,190,Potable - Dura,90,Buena calidad,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.01332,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.74419,Puede afectar la salud,2.17822,Sin efectos en la salud - Puede dar color al agua,Amarillo,"MN,FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO
DLHID1421,MANANTIAL AMAJAC,GOLFO NORTE,HIDALGO,ATOTONILCO EL GRANDE,AMAJAC,POZO,-98.715230,20.306080,2020,153.7,Alta,2599,Dudosa para riego,,2464,Cultivos tolerantes,Salobres,1.6185,Alta,45.39,Potable - Suave,<1.1,Potable - Excelente,0.043,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.017,Potable - Excelente,0.1769,Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,FLUO,",SI,NO,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1423,POZO GRANDE,AGUAS DEL VALLE DE MEXICO,HIDALGO,SAN SALVADOR,ACTOPAN - SANTIAGO DE ANAYA,POZO,-98.958200,20.265170,2020,227.29,Alta,2718,Dudosa para riego,,1704,Cultivos con manejo especial,Ligeramente salobres,<0.2,Baja,444.06,Potable - Dura,<1.1,Potable - Excelente,2.2732,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.1603,Sin efectos en la salud - Puede dar color al agua,16.4371,Sin efectos en la salud - Puede dar color al agua,Amarillo,"CONDUC,MN,FE,",SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO
DLHID1424,POZO BROTANTE,AGUAS DEL VALLE DE MEXICO,HIDALGO,SAN SALVADOR,ACTOPAN - SANTIAGO DE ANAYA,POZO,-99.007700,20.282790,2020,106.01,Media,1891,Permisible para riego,,1136,Cultivos con manejo especial,Ligeramente salobres,0.8942,Potable - Optima,262.49,Potable - Dura,<1.1,Potable - Excelente,2.5176,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.2639,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1427,POZO EL MEXE,AGUAS DEL VALLE DE MEXICO,HIDALGO,FRANCISCO I. MADERO,ACTOPAN - SANTIAGO DE ANAYA,POZO,-99.084150,20.223770,2020,257.85,Alta,1434,Permisible para riego,,948,Cultivos sensibles,Potable - Dulce,<0.2,Baja,967.06,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,10.8918,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.13043,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1430,POZO ULAPA MELCHOR OCAMPO,AGUAS DEL VALLE DE MEXICO,HIDALGO,TETEPANGO,VALLE DEL MEZQUITAL,POZO,-99.166730,20.141350,2020,383.91,Alta,1339,Permisible para riego,,960,Cultivos sensibles,Potable - Dulce,0.6045,Media,986.8,Muy dura e indeseable usos industrial y domestico,40,Buena calidad,1.8105,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.41903,Sin efectos en la salud - Puede dar color al agua,Amarillo,"DT,FE,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,NO
DLHID1432,MANANTIAL CERRO COLORADO,AGUAS DEL VALLE DE MEXICO,HIDALGO,TEZONTEPEC DE ALDAMA,VALLE DEL MEZQUITAL,MANANTIAL,-99.262360,20.120330,2020,401.1,Indeseable como FAAP,1926,Permisible para riego,,1264,Cultivos con manejo especial,Ligeramente salobres,0.7042,Potable - Optima,1095.35,Muy dura e indeseable usos industrial y domestico,70,Buena calidad,5.09,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.00255,Potable - Excelente,0.39683,Sin efectos en la salud - Puede dar color al agua,Amarillo,"ALC,DT,FE,",NO,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,NO
DLHID1459,POZO EL TORRION,AGUAS DEL VALLE DE MEXICO,HIDALGO,TEPETITLAN,VALLE DEL MEZQUITAL,POZO,-99.377390,20.163500,2020,115.56,Media,925,Permisible para riego,,632,Cultivos sensibles,Potable - Dulce,0.4343,Media,86.84,Potable - Moderadamente suave,<1.1,Potable - Excelente,0.8916,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.50391,Puede afectar la salud,0.35931,Sin efectos en la salud - Puede dar color al agua,Amarillo,"MN,FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO
DLHID1461,MANANTIAL TEZONTEPEC,AGUAS DEL VALLE DE MEXICO,HIDALGO,TEZONTEPEC DE ALDAMA,VALLE DEL MEZQUITAL,MANANTIAL,-99.279020,20.190980,2020,417.34,Indeseable como FAAP,1816,Permisible para riego,,1248,Cultivos con manejo especial,Ligeramente salobres,0.7178,Potable - Optima,1292.71,Muy dura e indeseable usos industrial y domestico,40,Buena calidad,5.333,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.00278,Potable - Excelente,0.4107,Sin efectos en la salud - Puede dar color al agua,Amarillo,"ALC,DT,FE,",NO,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,NO
DLHID1465,MANANTIAL TLACOTLAPILCO,AGUAS DEL VALLE DE MEXICO,HIDALGO,CHILCUAUTLA,IXMIQUILPAN,MANANTIAL,-99.222808,20.374697,2020,187.18,Alta,1402,Permisible para riego,,852,Cultivos sensibles,Potable - Dulce,0.4592,Media,110.52,Potable - Moderadamente suave,<1.1,Potable - Excelente,3.2537,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,1.09321,Sin efectos en la salud - Puede dar color al agua,Amarillo,"FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
DLHID1466,POZO EL MEZQUITE II,AGUAS DEL VALLE DE MEXICO,HIDALGO,AJACUBA,AJACUBA,POZO,-99.054930,20.149340,2020,386.78,Alta,1144,Permisible para riego,,808,Cultivos sensibles,Potable - Dulce,<0.2,Baja,852.6,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,2.8146,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.08602,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1467,POZO CHICAVASCO,AGUAS DEL VALLE DE MEXICO,HIDALGO,ACTOPAN,ACTOPAN - SANTIAGO DE ANAYA,POZO,-98.956880,20.202770,2020,257.85,Alta,2313,Dudosa para riego,,656,Cultivos sensibles,Potable - Dulce,<0.2,Baja,84.86,Potable - Moderadamente suave,<1.1,Potable - Excelente,1.716,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,0.0809,No apta como FAAP,0.01761,Potable - Excelente,0.6978,Sin efectos en la salud - Puede dar color al agua,Rojo,"CONDUC,PB,FE,",SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO
DLHID1468,POZO S.A.P. METZTITLAN,GOLFO NORTE,HIDALGO,METZTITLAN,MEZTITLAN,POZO,-98.759220,20.590600,2020,231.8,Alta,860,Permisible para riego,,356,Excelente para riego,Potable - Dulce,<0.2,Baja,390.77,Potable - Dura,<1.1,Potable - Excelente,0.1994,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.19895,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1475,MANANTIAL LOS CANGREJOS/VENTOQUIPA,GOLFO NORTE,HIDALGO,CUAUTEPEC DE HINOJOSA,VALLE DE TULANCINGO,POZO,-98.338270,20.035060,2020,192.91,Alta,212,Excelente para riego,,104,Excelente para riego,Potable - Dulce,<0.2,Baja,78.94,Potable - Moderadamente suave,<1.1,Potable - Excelente,2.6854,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0341,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1476,POZO SANTIAGO TEXTIL,GOLFO NORTE,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,VALLE DE TULANCINGO,POZO,-98.347900,20.040730,2020,135.61,Media,425,Buena para riego,,268,Excelente para riego,Potable - Dulce,0.2658,Baja,120.39,Potable - Dura,<1.1,Potable - Excelente,1.7477,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0049,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1486M1,POZO MICHIMALTONGO,AGUAS DEL VALLE DE MEXICO,HIDALGO,TULA DE ALLENDE,VALLE DEL MEZQUITAL,POZO,-99.386460,20.111900,2020,148.03,Media,618,Buena para riego,,304,Excelente para riego,Potable - Dulce,1.5592,Alta,114.47,Potable - Moderadamente suave,<1.1,Potable - Excelente,2.16,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.50391,Sin efectos en la salud - Puede dar color al agua,Rojo,"FLUO,FE,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
DLHID1488,MANANTIAL EL GEISER,GOLFO NORTE,HIDALGO,TECOZAUTLA,HUICHAPAN-TECOZAUTLA,POZO,-99.693170,20.578100,2020,211,Alta,1286,Permisible para riego,,930,Cultivos sensibles,Potable - Dulce,12.478,Alta,<20,Potable - Suave,<1.1,Potable - Excelente,0.231,Potable - Excelente,0.0132,Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,0.0007,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1496,POZO CALTIMACAN,AGUAS DEL VALLE DE MEXICO,HIDALGO,TASQUILLO,CHAPANTONGO-ALFAJAYUCAN,POZO,-99.371536,20.529806,2020,263.58,Alta,924,Permisible para riego,,608,Cultivos sensibles,Potable - Dulce,<0.2,Baja,272.36,Potable - Dura,40,Buena calidad,1.7467,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,0.0219,No apta como FAAP,0.0025,Potable - Excelente,0.38931,Sin efectos en la salud - Puede dar color al agua,Rojo,"PB,FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO
DLHID1501,POZO LA ESTANCIA 2,AGUAS DEL VALLE DE MEXICO,HIDALGO,CHILCUAUTLA,IXMIQUILPAN,POZO,-99.202560,20.389020,2020,303.69,Alta,1479,Permisible para riego,,460,Excelente para riego,Potable - Dulce,0.6251,Media,51.31,Potable - Suave,<1.1,Potable - Excelente,1.9832,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,0.0152,No apta como FAAP,<0.0015,Potable - Excelente,0.56982,Sin efectos en la salud - Puede dar color al agua,Rojo,"PB,FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,NO
DLHID1503,POZO ORIZABITA,AGUAS DEL VALLE DE MEXICO,HIDALGO,IXMIQUILPAN,IXMIQUILPAN,POZO,-99.208200,20.606930,2020,145.16,Media,699,Buena para riego,,364,Excelente para riego,Potable - Dulce,0.2654,Baja,108.55,Potable - Moderadamente suave,<1.1,Potable - Excelente,0.0733,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.2519,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1504,POZO CAPULA,AGUAS DEL VALLE DE MEXICO,HIDALGO,IXMIQUILPAN,IXMIQUILPAN,POZO,-99.122950,20.506950,2020,278.86,Alta,2235,Dudosa para riego,,1772,Cultivos con manejo especial,Ligeramente salobres,0.7211,Potable - Optima,392.75,Potable - Dura,<1.1,Potable - Excelente,1.3276,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"CONDUC,",SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1505,POZO MOHAI,AGUAS DEL VALLE DE MEXICO,HIDALGO,CARDONAL,IXMIQUILPAN,POZO,-99.125140,20.589220,2020,190.05,Alta,754,Permisible para riego,,344,Excelente para riego,Potable - Dulce,0.5673,Media,82.89,Potable - Moderadamente suave,<1.1,Potable - Excelente,0.06,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.6035,Sin efectos en la salud - Puede dar color al agua,Amarillo,"FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO
DLHID1506,MANANTIAL TOLANTONGO,AGUAS DEL VALLE DE MEXICO,HIDALGO,CARDONAL,AMAJAC,MANANTIAL,-99.006140,20.647910,2020,322.79,Alta,1936,Permisible para riego,,692,Cultivos sensibles,Potable - Dulce,<0.2,Baja,294.07,Potable - Dura,40,Buena calidad,0.0783,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1507,SAN PABLO TETLAPAYAC,GOLFO NORTE,HIDALGO,METZTITLAN,AMAJAC,MANANTIAL,-98.910580,20.628650,2020,240.35,Alta,1250,Permisible para riego,,496,Excelente para riego,Potable - Dulce,<0.2,Baja,440.11,Potable - Dura,<1.1,Potable - Excelente,0.9047,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.165,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1510,POZO ZIMAPAN 1,GOLFO NORTE,HIDALGO,ZIMAPAN,ZIMAPAN,POZO,-99.377260,20.742460,2020,204.37,Alta,883,Permisible para riego,,376,Excelente para riego,Potable - Dulce,0.2891,Baja,329.59,Potable - Dura,<1.1,Potable - Excelente,0.0672,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,0.00131,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.09421,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1511,POZO ZIMAPAN 2,GOLFO NORTE,HIDALGO,ZIMAPAN,ZIMAPAN,POZO,-99.378520,20.740840,2020,210.1,Alta,753,Permisible para riego,,300,Excelente para riego,Potable - Dulce,0.2507,Baja,282.22,Potable - Dura,<1.1,Potable - Excelente,0.0984,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,0.00066,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.05807,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1514,POZO MARAVILLAS,GOLFO NORTE,HIDALGO,NOPALA DE VILLAGRAN,HUICHAPAN-TECOZAUTLA,POZO,-99.596440,20.201480,2020,157.58,Alta,217,Excelente para riego,,148,Excelente para riego,Potable - Dulce,<0.2,Baja,41.45,Potable - Suave,<1.1,Potable - Excelente,0.7694,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.01,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.20191,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID1515,POZO SAN BARTOLO OZOCALPAN,AGUAS DEL VALLE DE MEXICO,HIDALGO,CHAPANTONGO,CHAPANTONGO-ALFAJAYUCAN,POZO,-99.492250,20.215000,2020,118.42,Media,263,Buena para riego,,224,Excelente para riego,Potable - Dulce,<0.2,Baja,61.18,Potable - Moderadamente suave,<1.1,Potable - Excelente,1.2477,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID5397,CARDONAL,AGUAS DEL VALLE DE MEXICO,HIDALGO,IXMIQUILPAN,IXMIQUILPAN,POZO,-99.232500,20.519206,2020,76.4,Media,193,Excelente para riego,,392,Excelente para riego,Potable - Dulce,0.6599,Media,49.34,Potable - Suave,<1.1,Potable - Excelente,0.0497,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.0183,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0134,Potable - Excelente,0.2296,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID5398,SAN JOSE PIEDRA GORDA,AGUAS DEL VALLE DE MEXICO,HIDALGO,TEPEJI DEL RIO DE OCAMPO,TEPEJI DEL RIO,POZO,-99.360250,19.808833,2020,54.44,Baja,1482,Permisible para riego,,320,Excelente para riego,Potable - Dulce,0.4725,Media,92.76,Potable - Moderadamente suave,<1.1,Potable - Excelente,0.1972,Potable - Excelente,0.1091,No apta como FAAP,<0.003,Potable - Excelente,0.0201,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.1401,Potable - Excelente,0.2957,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLHID5399,SAN JOSE BOJAY,AGUAS DEL VALLE DE MEXICO,HIDALGO,ATITALAQUIA,VALLE DEL MEZQUITAL,POZO,-99.208889,20.049444,2020,139.43,Media,3497,Indeseable para riego,,1736,Cultivos con manejo especial,Ligeramente salobres,0.8859,Potable - Optima,140.13,Potable - Dura,<1.1,Potable - Excelente,1.3681,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.0156,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0412,Potable - Excelente,Amarillo,"CONDUC,",SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLHID6454,POZO EL LLANO SEGUNDA SECCION,AGUAS DEL VALLE DE MEXICO,HIDALGO,TULA DE ALLENDE,VALLE DEL MEZQUITAL,POZO,-99.307056,20.050972,2020,410.65,Indeseable como FAAP,4331,Indeseable para riego,,2248,Cultivos tolerantes,Salobres,3.4144,Alta,1349.94,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,5.1665,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,1.009,Puede afectar la salud,1.2931,Sin efectos en la salud - Puede dar color al agua,Rojo,"ALC,CONDUC,SDT_ra,SDT_salin,FLUO,DT,MN,FE,",NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,NO
