Antena,Fecha,Latitud,Longitud,Codigo,Temp_max_emas,Temp_min_emas,Hidroregion,Topoforma,Temp_max_merra,Temp_min_merra,Differential_max,Differential_min,Temp_mean_merra,Temp_mean_emas,Humedad,Presion_barometrica,Precipitacion,Radiacion_solar,Etiqueta_clase
32011,14/03/19,23.84,-101.96,32011,-99,-99,El Salado,Sierra,29.05869,5.95602,-99,-99,17.76706,,,,,,0
32012,08/03/19,23.48,-103.89,32012,-99,-99,Presidio-San Pedro,Bajada,27.30896,6.57761,-99,-99,15.90411,,,,,,0
32012,09/03/19,23.48,-103.89,32012,-99,-99,Presidio-San Pedro,Bajada,25.36798,6.5639,-99,-99,15.38431,,,,,,0
32012,10/03/19,23.48,-103.89,32012,-99,-99,Presidio-San Pedro,Bajada,26.65521,5.91342,-99,-99,15.10056,,,,,,0
32012,11/03/19,23.48,-103.89,32012,-99,-99,Presidio-San Pedro,Bajada,28.2229,7.56033,-99,-99,16.8454,,,,,,0
32012,12/03/19,23.48,-103.89,32012,-99,-99,Presidio-San Pedro,Bajada,24.82974,9.07544,-99,-99,16.07852,,,,,,0
32012,13/03/19,23.48,-103.89,32012,-99,-99,Presidio-San Pedro,Bajada,24.31989,5.134,-99,-99,13.61292,,,,,,0
32012,14/03/19,23.48,-103.89,32012,-99,-99,Presidio-San Pedro,Bajada,26.04568,3.56445,-99,-99,13.65836,,,,,,0
32013,08/03/19,22,-102.89,32013,-99,-99,Lerma Santiago,Cuerpo de agua,29.73892,8.85306,-99,-99,18.53738,,,,,,0
32013,09/03/19,22,-102.89,32013,-99,-99,Lerma Santiago,Cuerpo de agua,28.44885,10.04312,-99,-99,18.54413,,,,,,0
32013,10/03/19,22,-102.89,32013,-99,-99,Lerma Santiago,Cuerpo de agua,29.12976,9.0928,-99,-99,18.28397,,,,,,0
32013,11/03/19,22,-102.89,32013,-99,-99,Lerma Santiago,Cuerpo de agua,30.45959,9.04453,-99,-99,19.45877,,,,,,0
32013,12/03/19,22,-102.89,32013,-99,-99,Lerma Santiago,Cuerpo de agua,28.36658,11.06079,-99,-99,19.33566,,,,,,0
32013,13/03/19,22,-102.89,32013,-99,-99,Lerma Santiago,Cuerpo de agua,26.55524,7.89029,-99,-99,16.72913,,,,,,0
32013,14/03/19,22,-102.89,32013,-99,-99,Lerma Santiago,Cuerpo de agua,28.25723,8.99146,-99,-99,17.18546,,,,,,0
32015,08/03/19,22.44,-101.79,32015,-99,-99,El Salado,Llanura,28.81879,8.42773,-99,-99,18.07526,,,,,,0
32015,09/03/19,22.44,-101.79,32015,-99,-99,El Salado,Llanura,28.15265,8.77704,-99,-99,18.26617,,,,,,0
32015,10/03/19,22.44,-101.79,32015,-99,-99,El Salado,Llanura,28.65552,7.56131,-99,-99,17.75287,,,,,,0
32015,11/03/19,22.44,-101.79,32015,-99,-99,El Salado,Llanura,29.73001,10.772,-99,-99,19.42108,,,,,,0
32015,12/03/19,22.44,-101.79,32015,-99,-99,El Salado,Llanura,28.25958,11.22455,-99,-99,19.12299,,,,,,0
32015,13/03/19,22.44,-101.79,32015,-99,-99,El Salado,Llanura,26.31732,8.76135,-99,-99,17.37323,,,,,,0
32015,14/03/19,22.44,-101.79,32015,-99,-99,El Salado,Llanura,27.78241,7.57083,-99,-99,16.91013,,,,,,0
32016,08/03/19,22.61,-104.05,32016,-99,-99,Lerma Santiago,Ca??n,30.48029,8.27783,-99,-99,18.96619,,,,,,0
32016,09/03/19,22.61,-104.05,32016,-99,-99,Lerma Santiago,Ca??n,28.52182,9.79922,-99,-99,18.43506,,,,,,0
32016,10/03/19,22.61,-104.05,32016,-99,-99,Lerma Santiago,Ca??n,29.97778,9.20404,-99,-99,18.62625,,,,,,0
32016,11/03/19,22.61,-104.05,32016,-99,-99,Lerma Santiago,Ca??n,30.99826,8.3541,-99,-99,19.04681,,,,,,0
32016,12/03/19,22.61,-104.05,32016,-99,-99,Lerma Santiago,Ca??n,27.26788,11.82394,-99,-99,18.20947,,,,,,0
32016,13/03/19,22.61,-104.05,32016,-99,-99,Lerma Santiago,Ca??n,25.87357,6.58286,-99,-99,15.48752,,,,,,0
32016,14/03/19,22.61,-104.05,32016,-99,-99,Lerma Santiago,Ca??n,28.22012,7.90646,-99,-99,16.39084,,,,,,0
32017,08/03/19,21.75,-103.05,32017,-99,-99,Lerma Santiago,Sierra,30.44794,9.47595,-99,-99,19.30865,,,,,,0
32017,09/03/19,21.75,-103.05,32017,-99,-99,Lerma Santiago,Sierra,29.39041,11.03815,-99,-99,19.1322,,,,,,0
32017,10/03/19,21.75,-103.05,32017,-99,-99,Lerma Santiago,Sierra,30.03427,10.02332,-99,-99,19.04358,,,,,,0
32017,11/03/19,21.75,-103.05,32017,-99,-99,Lerma Santiago,Sierra,31.27704,9.4715,-99,-99,19.98737,,,,,,0
32017,12/03/19,21.75,-103.05,32017,-99,-99,Lerma Santiago,Sierra,29.07565,11.71146,-99,-99,19.62338,,,,,,0
32017,13/03/19,21.75,-103.05,32017,-99,-99,Lerma Santiago,Sierra,27.40375,8.76218,-99,-99,17.38104,,,,,,0
32017,14/03/19,21.75,-103.05,32017,-99,-99,Lerma Santiago,Sierra,29.06775,9.77127,-99,-99,17.93771,,,,,,0
32018,08/03/19,23.28,-103.11,32018,-99,-99,Nazas Aguanaval,Bajada,28.06979,7.22235,-99,-99,16.95868,,,,,,0
32018,09/03/19,23.28,-103.11,32018,-99,-99,Nazas Aguanaval,Bajada,26.61105,6.99457,-99,-99,16.94165,,,,,,0
32018,10/03/19,23.28,-103.11,32018,-99,-99,Nazas Aguanaval,Bajada,27.59277,6.44781,-99,-99,16.29419,,,,,,0
32018,11/03/19,23.28,-103.11,32018,-99,-99,Nazas Aguanaval,Bajada,28.98425,7.66809,-99,-99,17.48007,,,,,,0
32018,12/03/19,23.28,-103.11,32018,-99,-99,Nazas Aguanaval,Bajada,26.22137,9.64609,-99,-99,17.57611,,,,,,0
32018,13/03/19,23.28,-103.11,32018,-99,-99,Nazas Aguanaval,Bajada,25.73898,6.62628,-99,-99,15.32666,,,,,,0
32018,14/03/19,23.28,-103.11,32018,-99,-99,Nazas Aguanaval,Bajada,26.86658,4.50394,-99,-99,14.85989,,,,,,0
32019,08/03/19,21.65,-103.34,32019,-99,-99,Lerma Santiago,Valle,31.23691,9.93341,-99,-99,19.94894,,,,,,0
32019,09/03/19,21.65,-103.34,32019,-99,-99,Lerma Santiago,Valle,30.14395,11.30426,-99,-99,19.59766,,,,,,0
32019,10/03/19,21.65,-103.34,32019,-99,-99,Lerma Santiago,Valle,30.81686,10.42343,-99,-99,19.6019,,,,,,0
32019,11/03/19,21.65,-103.34,32019,-99,-99,Lerma Santiago,Valle,32.11975,9.78082,-99,-99,20.37167,,,,,,0
32019,12/03/19,21.65,-103.34,32019,-99,-99,Lerma Santiago,Valle,29.47269,11.87048,-99,-99,19.78595,,,,,,0
32019,13/03/19,21.65,-103.34,32019,-99,-99,Lerma Santiago,Valle,27.9855,9.23935,-99,-99,17.81488,,,,,,0
32019,14/03/19,21.65,-103.34,32019,-99,-99,Lerma Santiago,Valle,29.67596,9.84253,-99,-99,18.34897,,,,,,0
32020,08/03/19,23.17,-102.89,32020,-99,-99,El Salado,Lomer?o,28.06464,7.18655,-99,-99,17.00034,,,,,,0
32020,09/03/19,23.17,-102.89,32020,-99,-99,El Salado,Lomer?o,26.78827,7.10324,-99,-99,17.07141,,,,,,0
32020,10/03/19,23.17,-102.89,32020,-99,-99,El Salado,Lomer?o,27.70364,6.45309,-99,-99,16.41617,,,,,,0
32020,11/03/19,23.17,-102.89,32020,-99,-99,El Salado,Lomer?o,28.91867,7.5152,-99,-99,17.56168,,,,,,0
32020,12/03/19,23.17,-102.89,32020,-99,-99,El Salado,Lomer?o,26.44437,9.94891,-99,-99,17.87827,,,,,,0
32020,13/03/19,23.17,-102.89,32020,-99,-99,El Salado,Lomer?o,25.77859,6.82516,-99,-99,15.59134,,,,,,0
32020,14/03/19,23.17,-102.89,32020,-99,-99,El Salado,Lomer?o,26.8714,4.75995,-99,-99,14.97971,,,,,,0
32021,08/03/19,23.96,-103.45,32021,-99,-99,Nazas Aguanaval,Llanura,28.47806,8.42078,-99,-99,17.66132,,,,,,0
32021,09/03/19,23.96,-103.45,32021,-99,-99,Nazas Aguanaval,Llanura,26.96747,7.81738,-99,-99,17.19348,,,,,,0
32021,10/03/19,23.96,-103.45,32021,-99,-99,Nazas Aguanaval,Llanura,28.31049,7.34308,-99,-99,17.01508,,,,,,0
32021,11/03/19,23.96,-103.45,32021,-99,-99,Nazas Aguanaval,Llanura,29.91977,9.65198,-99,-99,18.52625,,,,,,0
32021,12/03/19,23.96,-103.45,32021,-99,-99,Nazas Aguanaval,Llanura,27.36688,10.0094,-99,-99,18.28058,,,,,,0
32021,13/03/19,23.96,-103.45,32021,-99,-99,Nazas Aguanaval,Llanura,27.23816,7.93469,-99,-99,16.31274,,,,,,0
32021,14/03/19,23.96,-103.45,32021,-99,-99,Nazas Aguanaval,Llanura,27.47809,4.80469,-99,-99,15.77899,,,,,,0
32022,08/03/19,24.21,-101.92,32022,-99,-99,El Salado,Llanura,30.11627,11.10736,-99,-99,20.06335,,,,,,0
32022,09/03/19,24.21,-101.92,32022,-99,-99,El Salado,Llanura,28.9054,8.62045,-99,-99,19.5069,,,,,,0
32022,10/03/19,24.21,-101.92,32022,-99,-99,El Salado,Llanura,29.59247,8.77036,-99,-99,19.11017,,,,,,0
32022,11/03/19,24.21,-101.92,32022,-99,-99,El Salado,Llanura,31.74716,10.24185,-99,-99,20.70749,,,,,,0
32022,12/03/19,24.21,-101.92,32022,-99,-99,El Salado,Llanura,30.5455,13.32724,-99,-99,21.11353,,,,,,0
32022,13/03/19,24.21,-101.92,32022,-99,-99,El Salado,Llanura,30.48306,10.34021,-99,-99,20.09235,,,,,,0
32022,14/03/19,24.21,-101.92,32022,-99,-99,El Salado,Llanura,29.03607,6.49878,-99,-99,17.99951,,,,,,0
32024,08/03/19,22.4,-101.83,32024,-99,-99,El Salado,Llanura,28.74738,8.36334,-99,-99,18.00812,,,,,,0
32024,09/03/19,22.4,-101.83,32024,-99,-99,El Salado,Llanura,28.05182,8.70013,-99,-99,18.17889,,,,,,0
32024,10/03/19,22.4,-101.83,32024,-99,-99,El Salado,Llanura,28.56277,7.5426,-99,-99,17.71738,,,,,,0
32024,11/03/19,22.4,-101.83,32024,-99,-99,El Salado,Llanura,29.7117,10.6839,-99,-99,19.38577,,,,,,0
32024,12/03/19,22.4,-101.83,32024,-99,-99,El Salado,Llanura,28.16907,11.11578,-99,-99,19.09229,,,,,,0
32024,13/03/19,22.4,-101.83,32024,-99,-99,El Salado,Llanura,26.22543,8.69104,-99,-99,17.2894,,,,,,0
32024,14/03/19,22.4,-101.83,32024,-99,-99,El Salado,Llanura,27.67468,7.57632,-99,-99,16.83246,,,,,,0
32025,08/03/19,21.77,-102.97,32025,-99,-99,Lerma Santiago,Valle,30.3183,9.35715,-99,-99,19.18713,,,,,,0
32025,09/03/19,21.77,-102.97,32025,-99,-99,Lerma Santiago,Valle,29.24319,10.86386,-99,-99,19.05786,,,,,,0
32025,10/03/19,21.77,-102.97,32025,-99,-99,Lerma Santiago,Valle,29.88171,9.85059,-99,-99,18.92981,,,,,,0
32025,11/03/19,21.77,-102.97,32025,-99,-99,Lerma Santiago,Valle,31.13992,9.43344,-99,-99,19.93427,,,,,,0
32025,12/03/19,21.77,-102.97,32025,-99,-99,Lerma Santiago,Valle,28.96875,11.58307,-99,-99,19.60681,,,,,,0
32025,13/03/19,21.77,-102.97,32025,-99,-99,Lerma Santiago,Valle,27.28983,8.6619,-99,-99,17.31335,,,,,,0
32025,14/03/19,21.77,-102.97,32025,-99,-99,Lerma Santiago,Valle,28.93146,9.66037,-99,-99,17.83478,,,,,,0
32026,08/03/19,22.64,-103,32026,-99,-99,Lerma Santiago,Valle,28.32397,8.11249,-99,-99,17.31274,,,,,,0
32026,09/03/19,22.64,-103,32026,-99,-99,Lerma Santiago,Valle,26.68378,8.25247,-99,-99,17.1608,,,,,,0
32026,10/03/19,22.64,-103,32026,-99,-99,Lerma Santiago,Valle,27.55112,7.41788,-99,-99,16.74219,,,,,,0
32026,11/03/19,22.64,-103,32026,-99,-99,Lerma Santiago,Valle,29.0163,8.01147,-99,-99,17.99155,,,,,,0
32026,12/03/19,22.64,-103,32026,-99,-99,Lerma Santiago,Valle,26.4895,11.10223,-99,-99,18.08173,,,,,,0
32026,13/03/19,22.64,-103,32026,-99,-99,Lerma Santiago,Valle,25.11899,6.00226,-99,-99,15.17148,,,,,,0
32026,14/03/19,22.64,-103,32026,-99,-99,Lerma Santiago,Valle,26.65668,6.55841,-99,-99,15.31616,,,,,,0
32027,08/03/19,23.25,-103.81,32027,-99,-99,Lerma Santiago,Ca??n,27.504,6.40701,-99,-99,16.04297,,,,,,0
32027,09/03/19,23.25,-103.81,32027,-99,-99,Lerma Santiago,Ca??n,25.5798,6.96844,-99,-99,15.68802,,,,,,0
32027,10/03/19,23.25,-103.81,32027,-99,-99,Lerma Santiago,Ca??n,26.84857,6.17444,-99,-99,15.32611,,,,,,0
32027,11/03/19,23.25,-103.81,32027,-99,-99,Lerma Santiago,Ca??n,28.35968,7.06155,-99,-99,16.88272,,,,,,0
32027,12/03/19,23.25,-103.81,32027,-99,-99,Lerma Santiago,Ca??n,24.96548,9.91559,-99,-99,16.34375,,,,,,0
32027,13/03/19,23.25,-103.81,32027,-99,-99,Lerma Santiago,Ca??n,24.09933,4.98755,-99,-99,13.59009,,,,,,0
32027,14/03/19,23.25,-103.81,32027,-99,-99,Lerma Santiago,Ca??n,26.08575,4.58173,-99,-99,13.91284,,,,,,0
32028,08/03/19,24.28,-103.4,32028,-99,-99,Nazas Aguanaval,Bajada,29.49826,9.30133,-99,-99,18.77585,,,,,,0
32028,09/03/19,24.28,-103.4,32028,-99,-99,Nazas Aguanaval,Bajada,27.91565,9.62451,-99,-99,18.44366,,,,,,0
32028,10/03/19,24.28,-103.4,32028,-99,-99,Nazas Aguanaval,Bajada,29.59723,8.75955,-99,-99,18.34674,,,,,,0
32028,11/03/19,24.28,-103.4,32028,-99,-99,Nazas Aguanaval,Bajada,31.18021,10.92331,-99,-99,19.86694,,,,,,0
32028,12/03/19,24.28,-103.4,32028,-99,-99,Nazas Aguanaval,Bajada,29.00314,11.21954,-99,-99,19.77621,,,,,,0
32028,13/03/19,24.28,-103.4,32028,-99,-99,Nazas Aguanaval,Bajada,29.18991,9.23627,-99,-99,17.94821,,,,,,0
32028,14/03/19,24.28,-103.4,32028,-99,-99,Nazas Aguanaval,Bajada,28.09174,6.08224,-99,-99,17.04343,,,,,,0
32029,08/03/19,21.41,-103.11,32029,-99,-99,Lerma Santiago,Valle,31.32605,10.1221,-99,-99,20.23007,,,,,,0
32029,09/03/19,21.41,-103.11,32029,-99,-99,Lerma Santiago,Valle,30.56662,11.77979,-99,-99,19.97998,,,,,,0
32029,10/03/19,21.41,-103.11,32029,-99,-99,Lerma Santiago,Valle,31.11603,10.67096,-99,-99,19.88147,,,,,,0
32029,11/03/19,21.41,-103.11,32029,-99,-99,Lerma Santiago,Valle,32.29459,10.12039,-99,-99,20.7421,,,,,,0
32029,12/03/19,21.41,-103.11,32029,-99,-99,Lerma Santiago,Valle,29.8624,12.2944,-99,-99,20.25354,,,,,,0
32029,13/03/19,21.41,-103.11,32029,-99,-99,Lerma Santiago,Valle,28.50153,10.00211,-99,-99,18.38989,,,,,,0
32029,14/03/19,21.41,-103.11,32029,-99,-99,Lerma Santiago,Valle,29.94016,10.45374,-99,-99,18.87933,,,,,,0
32032,08/03/19,21.61,-103.34,32032,-99,-99,Lerma Santiago,Valle,31.32684,9.98273,-99,-99,20.03091,,,,,,0
32032,09/03/19,21.61,-103.34,32032,-99,-99,Lerma Santiago,Valle,30.26755,11.36368,-99,-99,19.67032,,,,,,0
32032,10/03/19,21.61,-103.34,32032,-99,-99,Lerma Santiago,Valle,30.92316,10.47174,-99,-99,19.67456,,,,,,0
32032,11/03/19,21.61,-103.34,32032,-99,-99,Lerma Santiago,Valle,32.21884,9.81686,-99,-99,20.43054,,,,,,0
32032,12/03/19,21.61,-103.34,32032,-99,-99,Lerma Santiago,Valle,29.55093,11.89658,-99,-99,19.82947,,,,,,0
32032,13/03/19,21.61,-103.34,32032,-99,-99,Lerma Santiago,Valle,28.09723,9.36771,-99,-99,17.91727,,,,,,0
32032,14/03/19,21.61,-103.34,32032,-99,-99,Lerma Santiago,Valle,29.76532,9.89297,-99,-99,18.43741,,,,,,0
32033,08/03/19,22.27,-101.99,32033,-99,-99,El Salado,Llanura,28.57147,8.14291,-99,-99,17.82004,,,,,,0
32033,09/03/19,22.27,-101.99,32033,-99,-99,El Salado,Llanura,27.74869,8.53162,-99,-99,17.94165,,,,,,0
32033,10/03/19,22.27,-101.99,32033,-99,-99,El Salado,Llanura,28.27908,7.55463,-99,-99,17.68198,,,,,,0
32033,11/03/19,22.27,-101.99,32033,-99,-99,El Salado,Llanura,29.58789,10.18964,-99,-99,19.2258,,,,,,0
32033,12/03/19,22.27,-101.99,32033,-99,-99,El Salado,Llanura,27.90427,10.7984,-99,-99,19.00024,,,,,,0
32033,13/03/19,22.27,-101.99,32033,-99,-99,El Salado,Llanura,25.97287,8.45184,-99,-99,17.01013,,,,,,0
32033,14/03/19,22.27,-101.99,32033,-99,-99,El Salado,Llanura,27.33276,7.71603,-99,-99,16.63919,,,,,,0
32034,08/03/19,23.74,-103.39,32034,-99,-99,Nazas Aguanaval,Sierra,28.37918,8.02591,-99,-99,17.44452,,,,,,0
32034,09/03/19,23.74,-103.39,32034,-99,-99,Nazas Aguanaval,Sierra,26.90811,7.55573,-99,-99,17.17606,,,,,,0
32034,10/03/19,23.74,-103.39,32034,-99,-99,Nazas Aguanaval,Sierra,28.08514,7.09106,-99,-99,16.7926,,,,,,0
32034,11/03/19,23.74,-103.39,32034,-99,-99,Nazas Aguanaval,Sierra,29.63275,8.90839,-99,-99,18.17453,,,,,,0
32034,12/03/19,23.74,-103.39,32034,-99,-99,Nazas Aguanaval,Sierra,26.93951,9.79123,-99,-99,18.01248,,,,,,0
32034,13/03/19,23.74,-103.39,32034,-99,-99,Nazas Aguanaval,Sierra,26.69199,7.39749,-99,-99,15.93564,,,,,,0
32034,14/03/19,23.74,-103.39,32034,-99,-99,Nazas Aguanaval,Sierra,27.36191,4.63586,-99,-99,15.4635,,,,,,0
32036,08/03/19,24.64,-101.56,32036,-99,-99,Nazas Aguanaval,Valle,30.15167,11.32358,-99,-99,19.78488,,,,,,0
32036,09/03/19,24.64,-101.56,32036,-99,-99,Nazas Aguanaval,Valle,28.26044,8.57202,-99,-99,19.27917,,,,,,0
32036,10/03/19,24.64,-101.56,32036,-99,-99,Nazas Aguanaval,Valle,29.25345,8.8938,-99,-99,18.87201,,,,,,0
32036,11/03/19,24.64,-101.56,32036,-99,-99,Nazas Aguanaval,Valle,31.70895,9.78467,-99,-99,20.25531,,,,,,0
32036,12/03/19,24.64,-101.56,32036,-99,-99,Nazas Aguanaval,Valle,29.85333,13.10425,-99,-99,20.60236,,,,,,0
32036,13/03/19,24.64,-101.56,32036,-99,-99,Nazas Aguanaval,Valle,29.8959,10.349,-99,-99,19.98572,,,,,,0
32036,14/03/19,24.64,-101.56,32036,-99,-99,Nazas Aguanaval,Valle,28.85358,7.3205,-99,-99,17.98758,,,,,,0
32037,08/03/19,22.31,-103.56,32037,-99,-99,Lerma Santiago,Meseta,30.26562,8.96741,-99,-99,18.96924,,,,,,0
32037,09/03/19,22.31,-103.56,32037,-99,-99,Lerma Santiago,Meseta,28.5798,10.19122,-99,-99,18.57123,,,,,,0
32037,10/03/19,22.31,-103.56,32037,-99,-99,Lerma Santiago,Meseta,29.7305,9.46906,-99,-99,18.58759,,,,,,0
32037,11/03/19,22.31,-103.56,32037,-99,-99,Lerma Santiago,Meseta,31.14499,8.99817,-99,-99,19.33832,,,,,,0
32037,12/03/19,22.31,-103.56,32037,-99,-99,Lerma Santiago,Meseta,27.86185,11.94516,-99,-99,18.76373,,,,,,0
32037,13/03/19,22.31,-103.56,32037,-99,-99,Lerma Santiago,Meseta,26.38489,7.02069,-99,-99,16.06033,,,,,,0
32037,14/03/19,22.31,-103.56,32037,-99,-99,Lerma Santiago,Meseta,28.4761,8.43304,-99,-99,16.74463,,,,,,0
32038,08/03/19,24,-103.02,32038,-99,-99,Nazas Aguanaval,Lomer?o,29.36887,9.23581,-99,-99,18.69681,,,,,,0
32038,09/03/19,24,-103.02,32038,-99,-99,Nazas Aguanaval,Lomer?o,28.19763,8.87958,-99,-99,18.59903,,,,,,0
32038,10/03/19,24,-103.02,32038,-99,-99,Nazas Aguanaval,Lomer?o,29.2594,8.44537,-99,-99,18.23755,,,,,,0
32038,11/03/19,24,-103.02,32038,-99,-99,Nazas Aguanaval,Lomer?o,30.73788,9.83286,-99,-99,19.35907,,,,,,0
32038,12/03/19,24,-103.02,32038,-99,-99,Nazas Aguanaval,Lomer?o,28.73154,10.79095,-99,-99,19.52551,,,,,,0
32038,13/03/19,24,-103.02,32038,-99,-99,Nazas Aguanaval,Lomer?o,28.52982,9.06918,-99,-99,17.72009,,,,,,0
32038,14/03/19,24,-103.02,32038,-99,-99,Nazas Aguanaval,Lomer?o,28.35135,5.82709,-99,-99,16.92706,,,,,,0
32039,08/03/19,21.36,-102.85,32039,-99,-99,Lerma Santiago,Lomer?o,30.90247,9.77707,-99,-99,19.97626,,,,,,0
32039,09/03/19,21.36,-102.85,32039,-99,-99,Lerma Santiago,Lomer?o,30.22363,11.35632,-99,-99,19.87094,,,,,,0
32039,10/03/19,21.36,-102.85,32039,-99,-99,Lerma Santiago,Lomer?o,30.72375,10.271,-99,-99,19.71988,,,,,,0
32039,11/03/19,21.36,-102.85,32039,-99,-99,Lerma Santiago,Lomer?o,31.94611,10.26605,-99,-99,20.85257,,,,,,0
32039,12/03/19,21.36,-102.85,32039,-99,-99,Lerma Santiago,Lomer?o,29.70624,12.03503,-99,-99,20.30591,,,,,,0
32039,13/03/19,21.36,-102.85,32039,-99,-99,Lerma Santiago,Lomer?o,28.35614,9.94458,-99,-99,18.39197,,,,,,0
32039,14/03/19,21.36,-102.85,32039,-99,-99,Lerma Santiago,Lomer?o,29.6322,10.41113,-99,-99,18.76248,,,,,,0
32040,08/03/19,24.23,-102.15,32040,-99,-99,El Salado,Lomer?o,30.15414,11.10477,-99,-99,20.03598,,,,,,0
32040,09/03/19,24.23,-102.15,32040,-99,-99,El Salado,Lomer?o,29.00537,8.80884,-99,-99,19.50717,,,,,,0
32040,10/03/19,24.23,-102.15,32040,-99,-99,El Salado,Lomer?o,29.86011,8.69803,-99,-99,19.15527,,,,,,0
32040,11/03/19,24.23,-102.15,32040,-99,-99,El Salado,Lomer?o,31.88528,10.39218,-99,-99,20.70929,,,,,,0
32040,12/03/19,24.23,-102.15,32040,-99,-99,El Salado,Lomer?o,30.75146,13.33359,-99,-99,21.31302,,,,,,0
32040,13/03/19,24.23,-102.15,32040,-99,-99,El Salado,Lomer?o,30.55875,10.48434,-99,-99,20.15778,,,,,,0
32040,14/03/19,24.23,-102.15,32040,-99,-99,El Salado,Lomer?o,29.02563,6.52023,-99,-99,18.02014,,,,,,0
32041,08/03/19,22.58,-102.27,32041,-99,-99,Lerma Santiago,Llanura,28.05002,7.85495,-99,-99,17.25507,,,,,,0
32041,09/03/19,22.58,-102.27,32041,-99,-99,Lerma Santiago,Llanura,27.16968,8.0094,-99,-99,17.52414,,,,,,0
32041,10/03/19,22.58,-102.27,32041,-99,-99,Lerma Santiago,Llanura,27.83408,7.15012,-99,-99,16.90326,,,,,,0
32041,11/03/19,22.58,-102.27,32041,-99,-99,Lerma Santiago,Llanura,28.93625,8.5668,-99,-99,18.53293,,,,,,0
32041,12/03/19,22.58,-102.27,32041,-99,-99,Lerma Santiago,Llanura,27.03656,10.15436,-99,-99,18.64734,,,,,,0
32041,13/03/19,22.58,-102.27,32041,-99,-99,Lerma Santiago,Llanura,25.29092,7.57651,-99,-99,16.28497,,,,,,0
32041,14/03/19,22.58,-102.27,32041,-99,-99,Lerma Santiago,Llanura,26.90509,6.69464,-99,-99,15.86734,,,,,,0
32042,08/03/19,22.35,-102.8,32042,-99,-99,Lerma Santiago,Sierra,28.47687,8.24454,-99,-99,17.5022,,,,,,0
32042,09/03/19,22.35,-102.8,32042,-99,-99,Lerma Santiago,Sierra,27.1279,8.60687,-99,-99,17.5679,,,,,,0
32042,10/03/19,22.35,-102.8,32042,-99,-99,Lerma Santiago,Sierra,27.87598,7.76917,-99,-99,17.11243,,,,,,0
32042,11/03/19,22.35,-102.8,32042,-99,-99,Lerma Santiago,Sierra,29.21725,8.22568,-99,-99,18.51157,,,,,,0
32042,12/03/19,22.35,-102.8,32042,-99,-99,Lerma Santiago,Sierra,26.9866,10.64059,-99,-99,18.62064,,,,,,0
32042,13/03/19,22.35,-102.8,32042,-99,-99,Lerma Santiago,Sierra,25.29053,6.81854,-99,-99,15.8049,,,,,,0
32042,14/03/19,22.35,-102.8,32042,-99,-99,Lerma Santiago,Sierra,26.95743,7.36151,-99,-99,15.91336,,,,,,0
32043,08/03/19,22.27,-101.61,32043,-99,-99,El Salado,Llanura,29.02795,8.50391,-99,-99,18.41473,,,,,,0
32043,09/03/19,22.27,-101.61,32043,-99,-99,El Salado,Llanura,28.35614,9.06729,-99,-99,18.47162,,,,,,0
32043,10/03/19,22.27,-101.61,32043,-99,-99,El Salado,Llanura,28.82562,7.88297,-99,-99,18.21927,,,,,,0
32043,11/03/19,22.27,-101.61,32043,-99,-99,El Salado,Llanura,29.58319,10.60828,-99,-99,19.37363,,,,,,0
32043,12/03/19,22.27,-101.61,32043,-99,-99,El Salado,Llanura,28.6629,11.72684,-99,-99,19.1586,,,,,,0
32043,13/03/19,22.27,-101.61,32043,-99,-99,El Salado,Llanura,26.62445,9.10864,-99,-99,17.61359,,,,,,0
32043,14/03/19,22.27,-101.61,32043,-99,-99,El Salado,Llanura,27.87189,8.06976,-99,-99,17.26337,,,,,,0
32045,08/03/19,23.82,-103.03,32045,-99,-99,Nazas Aguanaval,Valle,29.12308,8.82285,-99,-99,18.36176,,,,,,0
32045,09/03/19,23.82,-103.03,32045,-99,-99,Nazas Aguanaval,Valle,27.90784,8.44635,-99,-99,18.30231,,,,,,0
32045,10/03/19,23.82,-103.03,32045,-99,-99,Nazas Aguanaval,Valle,28.94705,8.02618,-99,-99,17.85046,,,,,,0
32045,11/03/19,23.82,-103.03,32045,-99,-99,Nazas Aguanaval,Valle,30.41284,9.4068,-99,-99,18.96805,,,,,,0
32045,12/03/19,23.82,-103.03,32045,-99,-99,Nazas Aguanaval,Valle,28.18076,10.4523,-99,-99,19.12204,,,,,,0
32045,13/03/19,23.82,-103.03,32045,-99,-99,Nazas Aguanaval,Valle,27.96588,8.54031,-99,-99,17.22409,,,,,,0
32045,14/03/19,23.82,-103.03,32045,-99,-99,Nazas Aguanaval,Valle,28.1261,5.51312,-99,-99,16.51895,,,,,,0
32046,08/03/19,23.58,-103.26,32046,-99,-99,Nazas Aguanaval,Valle,28.45773,7.8717,-99,-99,17.48181,,,,,,0
32046,09/03/19,23.58,-103.26,32046,-99,-99,Nazas Aguanaval,Valle,27.07761,7.42401,-99,-99,17.41797,,,,,,0
32046,10/03/19,23.58,-103.26,32046,-99,-99,Nazas Aguanaval,Valle,28.11044,7.00748,-99,-99,16.83389,,,,,,0
32046,11/03/19,23.58,-103.26,32046,-99,-99,Nazas Aguanaval,Valle,29.59641,8.47937,-99,-99,18.03967,,,,,,0
